ADDRESS,REQUEST DATE,COMPLETION DATE,NUMBER OF POTHOLES FILLED ON BLOCK,LATITUDE,LONGITUDE,LOCATION
2443 S KEDZIE AVE,02/22/2022 02:34:31 PM,02/22/2022 02:35:12 PM,18,41.847349985,-87.705019807,POINT (-87.705019806574 41.847349984591)
2857 W FULLERTON AVE,02/22/2022 02:36:08 PM,02/22/2022 02:36:56 PM,1,41.924714881,-87.699514699,POINT (-87.699514699342 41.924714880718)
2346 W FULLERTON AVE,02/22/2022 02:37:49 PM,02/22/2022 02:38:36 PM,2,41.924997933,-87.686942582,POINT (-87.68694258225 41.924997932559)
2200 W DIVERSEY PKWY,02/22/2022 02:39:26 PM,02/22/2022 02:40:12 PM,4,41.932317045,-87.68296021,POINT (-87.682960210295 41.932317044765)
2300 W ARMITAGE AVE,02/22/2022 02:41:32 PM,02/22/2022 02:42:27 PM,2,41.917838967,-87.68527358,POINT (-87.685273580269 41.917838966972)
4840 W AUGUSTA BLVD,02/22/2022 11:48:40 AM,02/22/2022 02:44:32 PM,5,41.898865749,-87.747514612,POINT (-87.747514611917 41.898865748877)
1932 W 86TH ST,02/23/2022 07:57:50 AM,02/23/2022 07:58:48 AM,1,41.737585281,-87.671755586,POINT (-87.671755586426 41.73758528115)
8500 S WOLCOTT AVE,02/23/2022 07:59:49 AM,02/23/2022 08:01:02 AM,3,41.739116463,-87.670628651,POINT (-87.670628650736 41.739116462604)
1836 W 83RD ST,02/22/2022 03:08:33 PM,02/23/2022 08:02:27 AM,1,41.743223754,-87.669634085,POINT (-87.669634084986 41.743223753766)
1400 W 84TH ST,02/23/2022 08:03:08 AM,02/23/2022 08:04:11 AM,3,41.741410394,-87.658681928,POINT (-87.658681927592 41.741410393593)
1400 W 82ND ST,02/23/2022 08:04:54 AM,02/23/2022 08:05:45 AM,2,41.745053219,-87.65857508,POINT (-87.658575080488 41.745053219062)
1900 W 87TH ST,02/16/2022 12:37:37 PM,02/23/2022 08:11:15 AM,10,41.735782954,-87.670423953,POINT (-87.670423953441 41.735782954148)
8100 S LOOMIS ST,02/14/2022 10:34:36 AM,02/23/2022 08:12:23 AM,19,41.746675363,-87.658738356,POINT (-87.658738355749 41.746675362614)
8135 S PAULINA ST,02/07/2022 11:56:10 AM,02/23/2022 08:14:14 AM,7,41.745659924,-87.665440274,POINT (-87.665440274468 41.745659923553)
2440 S DAMEN AVE,02/23/2022 08:29:46 AM,02/23/2022 08:30:59 AM,18,41.847132982,-87.676240367,POINT (-87.67624036729 41.847132982033)
2007 S DAMEN AVE,02/23/2022 08:31:36 AM,02/23/2022 08:32:26 AM,5,41.854633168,-87.675748462,POINT (-87.675748461957 41.854633168047)
1915 S DAMEN AVE,02/23/2022 08:33:05 AM,02/23/2022 08:33:53 AM,2,41.855220693,-87.675612221,POINT (-87.675612220969 41.855220692982)
6200 S CORNELL DR,02/22/2022 06:33:56 PM,02/23/2022 08:37:46 AM,4,41.782217788,-87.584685908,POINT (-87.584685907981 41.782217787527)
421 N MILWAUKEE AVE,02/22/2022 02:31:59 PM,02/23/2022 08:38:28 AM,20,41.889606895,-87.644963142,POINT (-87.644963141528 41.889606894821)
536 W GRAND AVE,02/18/2022 10:56:53 AM,02/23/2022 08:39:14 AM,3,41.891432394,-87.642001161,POINT (-87.642001160987 41.891432393621)
570 W GRAND AVE,02/22/2022 02:37:09 PM,02/23/2022 08:44:09 AM,3,41.891384436,-87.642438279,POINT (-87.642438279115 41.891384436294)
720 N HALSTED ST,02/18/2022 02:36:49 PM,02/23/2022 08:44:57 AM,4,41.895781081,-87.647838479,POINT (-87.64783847903 41.895781081272)
428 E 47TH ST,02/23/2022 08:44:41 AM,02/23/2022 08:45:45 AM,2,41.809640249,-87.61504156,POINT (-87.61504156008 41.809640249252)
4655 S LAKE PARK AVE,02/23/2022 08:46:33 AM,02/23/2022 08:47:14 AM,3,41.810441606,-87.592778955,POINT (-87.592778955382 41.810441606347)
100 W ELM ST,02/18/2022 07:17:22 PM,02/23/2022 08:48:12 AM,9,41.903223697,-87.631578357,POINT (-87.631578357064 41.903223697127)
1025 E 43RD ST,02/23/2022 08:48:01 AM,02/23/2022 08:48:43 AM,1,41.816684517,-87.600793471,POINT (-87.600793471213 41.816684517074)
1168 N LASALLE DR,02/22/2022 12:40:24 PM,02/23/2022 08:48:49 AM,9,41.903455146,-87.63302152,POINT (-87.633021520422 41.903455146245)
920 E 43RD ST,02/23/2022 08:49:12 AM,02/23/2022 08:50:30 AM,8,41.817181706,-87.602984317,POINT (-87.602984316519 41.817181706431)
820 E 43RD ST,02/23/2022 08:50:59 AM,02/23/2022 08:51:55 AM,3,41.81691707,-87.605803274,POINT (-87.605803273711 41.816917069731)
426 E 43RD ST,02/23/2022 09:19:41 AM,02/23/2022 09:20:49 AM,1,41.816942256,-87.615537023,POINT (-87.615537023014 41.816942256317)
2 W 43RD ST,02/23/2022 09:21:20 AM,02/23/2022 09:22:12 AM,8,41.816578619,-87.626389014,POINT (-87.62638901399 41.816578619263)
420 W 43RD ST,02/23/2022 09:22:47 AM,02/23/2022 09:23:34 AM,1,41.81661117,-87.636272975,POINT (-87.63627297487 41.816611169973)
656 W 44TH ST,02/23/2022 09:24:33 AM,02/23/2022 09:25:22 AM,7,41.814614423,-87.643056145,POINT (-87.643056144849 41.814614422774)
4400 S WALLACE ST,02/23/2022 09:25:50 AM,02/23/2022 09:26:29 AM,1,41.814319434,-87.641052839,POINT (-87.641052839116 41.814319434065)
501 W 45TH ST,02/23/2022 09:27:01 AM,02/23/2022 09:27:43 AM,2,41.812574997,-87.638591291,POINT (-87.638591290584 41.812574997402)
401 W 45TH ST,02/23/2022 09:28:13 AM,02/23/2022 09:28:58 AM,3,41.812588568,-87.635795681,POINT (-87.635795681241 41.812588567706)
4424 S WELLS ST,02/23/2022 09:29:46 AM,02/23/2022 09:30:30 AM,2,41.813811833,-87.632525563,POINT (-87.632525563352 41.813811833447)
4353 S WELLS ST,02/23/2022 09:31:04 AM,02/23/2022 09:31:42 AM,8,41.814857885,-87.632076199,POINT (-87.63207619909 41.814857884601)
4336 S WELLS ST,02/23/2022 09:33:27 AM,02/23/2022 09:34:14 AM,1,41.815319923,-87.632600474,POINT (-87.632600474007 41.815319922595)
229 W 43RD PL,02/23/2022 09:34:45 AM,02/23/2022 09:35:36 AM,4,41.815425342,-87.632167436,POINT (-87.632167435896 41.815425341821)
220 W 45TH ST,02/23/2022 09:36:16 AM,02/23/2022 09:37:05 AM,6,41.812630472,-87.631995401,POINT (-87.631995400869 41.812630471688)
4622 S WELLS ST,02/23/2022 09:37:49 AM,02/23/2022 09:38:42 AM,8,41.810390385,-87.631332045,POINT (-87.631332044524 41.810390384992)
238 W 45TH PL,02/23/2022 09:39:18 AM,02/23/2022 09:40:06 AM,8,41.811935609,-87.632548986,POINT (-87.632548986032 41.811935609051)
241 W 46TH ST,02/23/2022 09:40:48 AM,02/23/2022 09:41:31 AM,4,41.810825538,-87.632267749,POINT (-87.632267749214 41.810825537505)
4544 S M L KING JR DR,02/23/2022 09:47:58 AM,02/23/2022 09:48:51 AM,2,41.811874412,-87.616773508,POINT (-87.61677350806 41.811874412307)
4812 S VINCENNES AVE,02/23/2022 09:52:15 AM,02/23/2022 09:53:09 AM,8,41.806976396,-87.614273122,POINT (-87.614273121888 41.806976396475)
4915 S VINCENNES AVE,02/23/2022 09:53:40 AM,02/23/2022 09:54:22 AM,6,41.805321005,-87.613553061,POINT (-87.613553061222 41.805321005233)
526 E 50TH PL,02/23/2022 09:55:36 AM,02/23/2022 09:56:15 AM,1,41.803156411,-87.612907023,POINT (-87.612907023276 41.803156410835)
5481 S RIDGEWOOD CT,02/23/2022 09:57:01 AM,02/23/2022 09:57:40 AM,20,41.795747072,-87.592266426,POINT (-87.592266425765 41.795747072204)
5510 S WOODLAWN AVE,02/23/2022 09:58:20 AM,02/23/2022 09:59:02 AM,16,41.794638738,-87.597088275,POINT (-87.597088274805 41.794638738283)
5600 S WOODLAWN AVE,02/23/2022 10:00:47 AM,02/23/2022 10:01:34 AM,35,41.793109852,-87.596996007,POINT (-87.596996007124 41.793109851538)
5700 S WOODLAWN AVE,02/23/2022 10:02:14 AM,02/23/2022 10:02:58 AM,5,41.791335829,-87.59684843,POINT (-87.596848429663 41.791335829153)
5850 S WOODLAWN AVE,02/23/2022 10:03:51 AM,02/23/2022 10:04:34 AM,16,41.78819361,-87.596498375,POINT (-87.596498374768 41.788193610099)
1116 E 59TH ST,02/23/2022 10:05:18 AM,02/23/2022 10:05:59 AM,1,41.788004309,-87.599648286,POINT (-87.599648286218 41.788004309155)
6100 S ELLIS AVE,02/23/2022 10:06:29 AM,02/23/2022 10:07:20 AM,3,41.783934255,-87.601258819,POINT (-87.60125881925 41.783934254739)
6148 S ELLIS AVE,02/23/2022 10:07:49 AM,02/23/2022 10:08:50 AM,7,41.782753344,-87.601441112,POINT (-87.601441112284 41.782753343808)
6232 S UNIVERSITY AVE,02/23/2022 10:10:20 AM,02/23/2022 10:11:10 AM,4,41.78136387,-87.598199209,POINT (-87.598199209492 41.781363869943)
6142 S UNIVERSITY AVE,02/23/2022 10:11:56 AM,02/23/2022 10:12:58 AM,2,41.782901511,-87.598231681,POINT (-87.598231680659 41.782901510519)
1249 E 61ST ST,02/23/2022 10:13:31 AM,02/23/2022 10:14:25 AM,1,41.784100889,-87.595527142,POINT (-87.595527142405 41.784100889128)
11252 S LONGWOOD DR,02/23/2022 10:20:37 AM,02/23/2022 10:22:26 AM,6,41.688378958,-87.672867802,POINT (-87.672867802384 41.68837895781)
2940 S NORMAL AVE,02/22/2022 01:53:28 PM,02/23/2022 10:23:48 AM,2,41.84060299,-87.639150327,POINT (-87.639150326821 41.840602989839)
3014 S NORMAL AVE,02/23/2022 10:25:23 AM,02/23/2022 10:26:24 AM,4,41.839434984,-87.639120448,POINT (-87.639120447545 41.839434983607)
2500 W 104TH ST,02/23/2022 10:25:05 AM,02/23/2022 10:26:48 AM,1,41.704636051,-87.684186828,POINT (-87.684186828021 41.704636051215)
400 E 69TH ST,02/07/2022 05:27:02 PM,02/23/2022 10:27:11 AM,4,41.769347472,-87.615360602,POINT (-87.615360601779 41.769347471789)
7116 S WABASH AVE,02/21/2022 07:18:03 AM,02/23/2022 10:27:51 AM,15,41.764989057,-87.623629278,POINT (-87.623629277793 41.764989057104)
10300 S CALIFORNIA AVE,02/21/2022 02:20:09 PM,02/23/2022 10:28:07 AM,10,41.706126107,-87.691571785,POINT (-87.691571784716 41.706126106522)
10356 S CAMPBELL AVE,02/17/2022 01:43:00 PM,02/23/2022 10:28:51 AM,31,41.704714305,-87.684397165,POINT (-87.684397165259 41.704714304711)
10504 S MAPLEWOOD AVE,02/17/2022 09:24:32 AM,02/23/2022 10:29:43 AM,29,41.702441275,-87.685439606,POINT (-87.685439606101 41.702441274722)
500 E 76TH ST,02/09/2022 07:05:01 AM,02/23/2022 10:30:05 AM,7,41.756718308,-87.61252061,POINT (-87.612520609904 41.756718308406)
10930 S SPRINGFIELD AVE,02/22/2022 12:09:33 PM,02/23/2022 10:30:32 AM,23,41.693959406,-87.718284471,POINT (-87.718284471334 41.693959405742)
10304 S CAMPBELL AVE,02/17/2022 01:44:53 PM,02/23/2022 10:31:28 AM,10,41.706108763,-87.684222592,POINT (-87.684222592427 41.706108763425)
603 E 76TH ST,02/14/2022 04:53:47 PM,02/23/2022 10:31:56 AM,10,41.756676705,-87.610219712,POINT (-87.61021971159 41.756676704696)
1432 E 71ST PL,02/15/2022 08:48:21 AM,02/23/2022 10:33:08 AM,6,41.765338787,-87.589693754,POINT (-87.589693754355 41.765338786714)
5368 S ARCHER AVE,02/17/2022 03:02:07 PM,02/23/2022 10:33:29 AM,23,41.798855561,-87.742287672,POINT (-87.742287672309 41.798855561328)
1301 E 74TH ST,02/16/2022 10:55:05 AM,02/23/2022 10:33:58 AM,127,41.760455031,-87.593162001,POINT (-87.593162001308 41.760455030954)
1400 E 74TH ST,02/22/2022 12:22:34 PM,02/23/2022 10:34:49 AM,58,41.760646329,-87.589759657,POINT (-87.589759657438 41.760646329097)
5600 S MENARD AVE,02/23/2022 10:34:05 AM,02/23/2022 10:35:22 AM,11,41.790628592,-87.767227389,POINT (-87.767227389383 41.790628592464)
5755 W 56TH ST,02/23/2022 09:51:32 AM,02/23/2022 10:36:51 AM,7,41.790737359,-87.766848274,POINT (-87.766848274166 41.790737358687)
5533 S MENARD AVE,02/23/2022 10:37:34 AM,02/23/2022 10:38:37 AM,5,41.791657956,-87.767047387,POINT (-87.767047386715 41.791657956111)
5500 S FRANCISCO AVE,02/23/2022 06:58:26 AM,02/23/2022 10:43:07 AM,23,41.793472762,-87.696352236,POINT (-87.696352236135 41.79347276248)
4700 S ARCHER AVE,02/23/2022 10:41:32 AM,02/23/2022 10:43:31 AM,1,41.807938591,-87.714461765,POINT (-87.714461765489 41.807938590508)
3417 W 62ND ST,02/15/2022 07:18:56 PM,02/23/2022 10:46:59 AM,3,41.780533543,-87.708784988,POINT (-87.708784988282 41.780533542581)
3427 W 62ND ST,02/15/2022 07:17:58 PM,02/23/2022 10:50:22 AM,1,41.780508197,-87.709129876,POINT (-87.709129875752 41.7805081975)
3433 W 62ND ST,02/15/2022 07:17:15 PM,02/23/2022 10:51:18 AM,4,41.780497535,-87.709381494,POINT (-87.70938149362 41.780497534762)
3349 W 62ND ST,02/15/2022 07:19:36 PM,02/23/2022 10:53:35 AM,2,41.780545543,-87.707618955,POINT (-87.707618954752 41.780545542828)
3321 W 62ND ST,02/15/2022 07:29:27 PM,02/23/2022 10:55:51 AM,3,41.78055676,-87.706528377,POINT (-87.706528376713 41.780556760378)
3421 W 63RD ST,02/13/2022 06:06:21 PM,02/23/2022 10:57:15 AM,4,41.778802364,-87.708901637,POINT (-87.708901636527 41.77880236442)
3414 W 63RD ST,02/13/2022 06:04:13 PM,02/23/2022 10:58:54 AM,2,41.779174663,-87.708601218,POINT (-87.708601218314 41.779174662879)
516 N MILWAUKEE AVE,02/16/2022 11:42:13 AM,02/23/2022 11:13:04 AM,10,41.891517605,-87.648502676,POINT (-87.648502675546 41.891517605302)
500 W GRAND AVE,02/16/2022 01:53:15 PM,02/23/2022 11:13:30 AM,4,41.891802816,-87.653823973,POINT (-87.653823972527 41.891802815987)
355 N WOOD ST,02/21/2022 04:20:47 PM,02/23/2022 11:15:18 AM,15,41.888505808,-87.671840603,POINT (-87.671840602571 41.888505807747)
1747 W HUBBARD ST,02/22/2022 11:23:53 AM,02/23/2022 11:15:49 AM,5,41.889743556,-87.671418666,POINT (-87.671418666122 41.88974355647)
440 N SACRAMENTO BLVD,02/15/2022 01:30:05 PM,02/23/2022 11:16:32 AM,4,41.890186107,-87.701713461,POINT (-87.701713460708 41.890186106922)
440 N SACRAMENTO BLVD,02/17/2022 09:06:14 AM,02/23/2022 11:17:04 AM,2,41.890186107,-87.701713461,POINT (-87.701713460708 41.890186106922)
402 N SACRAMENTO BLVD,02/17/2022 09:07:09 AM,02/23/2022 11:17:37 AM,4,41.88861675,-87.70153877,POINT (-87.701538769726 41.888616750468)
440 N SACRAMENTO BLVD,02/15/2022 01:33:57 PM,02/23/2022 11:18:11 AM,5,41.890186107,-87.701713461,POINT (-87.701713460708 41.890186106922)
3116 W FULTON ST,02/21/2022 05:00:17 PM,02/23/2022 11:18:46 AM,10,41.886686488,-87.704545981,POINT (-87.70454598084 41.88668648846)
3121 W FULTON ST,02/21/2022 04:59:10 PM,02/23/2022 11:19:19 AM,5,41.88621028,-87.704711018,POINT (-87.704711017692 41.886210279823)
3119 W FULTON ST,02/21/2022 05:01:11 PM,02/23/2022 11:19:50 AM,5,41.886120075,-87.704624481,POINT (-87.704624481156 41.886120075176)
4252 W 84TH ST,02/16/2022 12:49:06 PM,02/23/2022 11:23:25 AM,4,41.740319823,-87.728574797,POINT (-87.728574796625 41.74031982342)
4308 W 85TH ST,02/16/2022 12:49:38 PM,02/23/2022 11:24:25 AM,3,41.738475176,-87.729289302,POINT (-87.729289302057 41.738475175802)
3600 W 111TH ST,02/23/2022 11:23:49 AM,02/23/2022 11:25:57 AM,10,41.69150315,-87.710714063,POINT (-87.71071406254 41.691503149607)
10958 S CENTRAL PARK BLVD,02/21/2022 01:08:10 PM,02/23/2022 11:28:21 AM,41,41.69339061,-87.710913526,POINT (-87.710913526249 41.693390610188)
4352 W 86TH ST,02/16/2022 12:48:37 PM,02/23/2022 11:29:22 AM,1,41.736617879,-87.730864627,POINT (-87.73086462731 41.736617878587)
3400 W 111TH ST,02/17/2022 01:05:27 PM,02/23/2022 11:29:27 AM,13,41.691701927,-87.70592838,POINT (-87.705928380242 41.69170192651)
7914 S HAMLIN AVE,02/15/2022 09:27:49 PM,02/23/2022 11:30:23 AM,43,41.74907028,-87.717126771,POINT (-87.717126770928 41.749070279897)
5737 S OAK PARK AVE,02/14/2022 10:23:09 AM,02/23/2022 11:30:32 AM,1,41.78739177,-87.791139326,POINT (-87.791139326454 41.787391769992)
8032 S HAMLIN AVE,02/15/2022 03:22:28 PM,02/23/2022 11:31:22 AM,38,41.746747846,-87.717053084,POINT (-87.717053083995 41.746747845566)
8100 S HAMLIN AVE,02/15/2022 03:22:58 PM,02/23/2022 11:32:41 AM,18,41.745832929,-87.717024598,POINT (-87.7170245981 41.745832929471)
8232 S HAMLIN AVE,02/15/2022 03:23:26 PM,02/23/2022 11:33:21 AM,1,41.743087215,-87.716950495,POINT (-87.716950494826 41.743087214909)
4228 S CALIFORNIA AVE,02/17/2022 09:15:58 AM,02/23/2022 11:34:12 AM,8,41.816431447,-87.694682305,POINT (-87.694682305125 41.816431446982)
5900 S CENTRAL AVE,02/17/2022 02:50:30 PM,02/23/2022 11:34:39 AM,8,41.785360762,-87.762138604,POINT (-87.762138603528 41.785360761984)
4433 S CALIFORNIA AVE,02/19/2022 04:53:27 PM,02/23/2022 11:34:54 AM,10,41.812759074,-87.69423556,POINT (-87.69423555963 41.812759074169)
2921 W 44TH ST,02/17/2022 10:44:24 AM,02/23/2022 11:35:40 AM,21,41.813601544,-87.697706999,POINT (-87.697706998866 41.813601544333)
3052 W 44TH ST,02/17/2022 10:41:19 AM,02/23/2022 11:36:24 AM,15,41.813812608,-87.701381795,POINT (-87.701381795395 41.813812607706)
2759 W 44TH ST,02/17/2022 10:48:51 AM,02/23/2022 11:37:05 AM,28,41.813669643,-87.69425199,POINT (-87.694251989932 41.813669642804)
4310 W 59TH ST,02/16/2022 07:59:21 PM,02/23/2022 11:37:55 AM,1,41.786067266,-87.730855084,POINT (-87.73085508359 41.786067265567)
2818 W 44TH ST,02/17/2022 10:46:50 AM,02/23/2022 11:38:34 AM,18,41.813804892,-87.695238176,POINT (-87.695238175721 41.81380489244)
4627 S CALIFORNIA AVE,02/17/2022 09:20:54 AM,02/23/2022 11:39:21 AM,25,41.809277904,-87.693969766,POINT (-87.693969765817 41.809277903663)
5430 S MASSASOIT AVE,02/18/2022 04:23:01 PM,02/23/2022 11:40:47 AM,1,41.794159616,-87.766628951,POINT (-87.766628951113 41.794159616061)
5553 S OAK PARK AVE,02/18/2022 03:58:31 PM,02/23/2022 11:41:23 AM,4,41.790620302,-87.791256966,POINT (-87.791256965877 41.790620302254)
5638 S MONITOR AVE,02/18/2022 11:11:49 AM,02/23/2022 11:42:04 AM,2,41.789615783,-87.768577685,POINT (-87.768577685418 41.789615783074)
6435 S NORMANDY AVE,02/20/2022 03:19:43 PM,02/23/2022 11:42:45 AM,31,41.774690531,-87.788370435,POINT (-87.788370435074 41.774690530845)
6300 S TRIPP AVE,02/18/2022 05:15:47 PM,02/23/2022 11:43:36 AM,2,41.778543323,-87.728977967,POINT (-87.728977966953 41.778543322864)
4222 W 63RD ST,02/19/2022 04:48:48 PM,02/23/2022 11:44:15 AM,3,41.77888865,-87.728716739,POINT (-87.728716739113 41.778888650222)
5900 S CICERO AVE,02/21/2022 09:59:53 AM,02/23/2022 11:44:57 AM,4,41.78564392,-87.741454422,POINT (-87.741454422221 41.78564391997)
12100 S UNION AVE,02/17/2022 11:22:10 AM,02/23/2022 11:45:26 AM,62,41.674024799,-87.639525969,POINT (-87.639525968788 41.674024799308)
5325 S CICERO AVE,02/21/2022 10:03:00 AM,02/23/2022 11:45:41 AM,2,41.795964891,-87.742730283,POINT (-87.742730282798 41.795964891067)
12200 S UNION AVE,02/17/2022 11:23:28 AM,02/23/2022 11:46:11 AM,36,41.672201462,-87.639431824,POINT (-87.639431823632 41.672201462253)
3244 W 59TH ST,02/18/2022 05:16:31 PM,02/23/2022 11:46:30 AM,4,41.786235513,-87.704574089,POINT (-87.704574088995 41.786235512645)
4781 S ARCHER AVE,02/20/2022 05:05:39 PM,02/23/2022 11:47:22 AM,11,41.806784556,-87.716193365,POINT (-87.71619336494 41.806784555662)
3954 W 41ST ST,02/20/2022 01:37:33 PM,02/23/2022 11:48:15 AM,15,41.818521142,-87.72358944,POINT (-87.723589440202 41.818521142246)
737 W 118TH ST,02/16/2022 11:18:22 AM,02/23/2022 11:49:25 AM,24,41.67949486,-87.641004549,POINT (-87.641004549131 41.67949485979)
4870 S LAWNDALE AVE,02/20/2022 12:59:00 PM,02/23/2022 11:49:25 AM,23,41.804717737,-87.716233138,POINT (-87.716233138098 41.804717737395)
4259 S PULASKI RD,02/17/2022 03:01:00 PM,02/23/2022 11:50:05 AM,4,41.815799985,-87.723773124,POINT (-87.723773124483 41.815799985308)
4401 S PULASKI RD,02/17/2022 03:00:22 PM,02/23/2022 11:50:51 AM,5,41.81319373,-87.723680804,POINT (-87.723680803983 41.813193729591)
937 W 114TH PL,02/23/2022 11:51:26 AM,02/23/2022 11:52:22 AM,4,41.685624083,-87.646099101,POINT (-87.64609910076 41.685624082504)
3300 S CALIFORNIA AVE,02/18/2022 12:21:54 PM,02/23/2022 11:56:28 AM,55,41.833140267,-87.697970837,POINT (-87.697970837487 41.833140267248)
3154 S CALIFORNIA AVE,02/21/2022 11:20:15 AM,02/23/2022 12:00:51 PM,50,41.83415197,-87.695392041,POINT (-87.695392040889 41.834151970271)
1600 W 81ST ST,02/14/2022 10:19:32 AM,02/23/2022 12:03:16 PM,64,41.746803408,-87.6634738,POINT (-87.663473800347 41.746803407617)
1541 W 80TH ST,02/14/2022 10:09:41 AM,02/23/2022 12:04:32 PM,19,41.748466622,-87.6625998,POINT (-87.662599799735 41.748466621733)
1348 W 81ST ST,02/05/2022 07:59:33 AM,02/23/2022 12:05:19 PM,7,41.746883827,-87.658005755,POINT (-87.658005755022 41.746883826697)
8251 S MORGAN ST,02/18/2022 01:49:48 PM,02/23/2022 12:06:19 PM,10,41.743625003,-87.648424375,POINT (-87.648424375045 41.743625002875)
8200 S GREEN ST,02/16/2022 01:49:52 PM,02/23/2022 12:07:17 PM,3,41.745026148,-87.645394903,POINT (-87.645394902817 41.74502614756)
800 W 87TH ST,02/19/2022 07:24:08 PM,02/23/2022 12:08:12 PM,18,41.736516072,-87.643831107,POINT (-87.643831107298 41.73651607196)
8200 S VINCENNES AVE,02/23/2022 06:51:43 AM,02/23/2022 12:11:19 PM,14,41.745067343,-87.63603984,POINT (-87.636039839522 41.745067342569)
3521 N LARAMIE AVE,02/14/2022 02:25:24 PM,02/23/2022 12:13:05 PM,10,41.944819029,-87.756777264,POINT (-87.756777264003 41.944819028737)
3525 N LARAMIE AVE,02/21/2022 02:00:53 PM,02/23/2022 12:15:01 PM,10,41.944925956,-87.756779861,POINT (-87.756779860726 41.944925956179)
4955 W SCHOOL ST,02/21/2022 07:28:53 AM,02/23/2022 12:15:47 PM,24,41.940399864,-87.751553837,POINT (-87.751553836777 41.940399864043)
3556 N LAVERGNE AVE,02/13/2022 11:45:34 AM,02/23/2022 12:16:37 PM,14,41.945928921,-87.752115263,POINT (-87.752115262959 41.94592892147)
3140 N LINDER AVE,02/18/2022 01:04:00 PM,02/23/2022 12:17:20 PM,15,41.938010689,-87.764352545,POINT (-87.764352545345 41.938010688768)
3029 N PARKSIDE AVE,02/09/2022 03:24:55 PM,02/23/2022 12:18:08 PM,5,41.935821631,-87.767289504,POINT (-87.767289504418 41.935821630683)
5530 W WELLINGTON AVE,02/15/2022 07:15:32 AM,02/23/2022 12:18:51 PM,37,41.935033489,-87.765275084,POINT (-87.76527508432 41.935033489317)
5505 W BARRY AVE,02/10/2022 04:24:22 PM,02/23/2022 12:19:49 PM,5,41.936705662,-87.764273121,POINT (-87.764273121059 41.936705662253)
3009 N LONG AVE,02/15/2022 07:18:15 AM,02/23/2022 12:20:47 PM,18,41.935186315,-87.761306555,POINT (-87.761306555448 41.935186315492)
2710 N LOCKWOOD AVE,02/15/2022 07:19:36 AM,02/23/2022 12:21:45 PM,15,41.929932013,-87.758940053,POINT (-87.75894005294 41.929932012729)
2914 N LOCKWOOD AVE,02/15/2022 07:19:04 AM,02/23/2022 12:23:23 PM,5,41.933655816,-87.759060886,POINT (-87.759060885893 41.933655815997)
3119 N CENTRAL AVE,02/19/2022 08:45:18 AM,02/23/2022 12:24:11 PM,7,41.937335733,-87.767325431,POINT (-87.767325431201 41.937335733001)
2600 N LOCKWOOD AVE,02/17/2022 09:13:00 AM,02/23/2022 12:25:25 PM,28,41.928011329,-87.758937292,POINT (-87.758937292094 41.928011328579)
5020 N MCVICKER,02/09/2022 07:11:23 AM,02/23/2022 12:28:18 PM,8,41.972765171,-87.779753077,POINT (-87.779753076785 41.97276517123)
4900 N MCVICKER,02/09/2022 07:08:52 AM,02/23/2022 12:29:05 PM,10,41.970430925,-87.779769013,POINT (-87.779769012605 41.97043092454)
6006 W HIGGINS AVE,02/14/2022 10:00:19 AM,02/23/2022 12:29:50 PM,2,41.973347888,-87.778509935,POINT (-87.778509935277 41.973347888279)
5717 W HIGGINS AVE,02/15/2022 10:15:08 PM,02/23/2022 12:31:06 PM,4,41.971115506,-87.771534756,POINT (-87.771534756386 41.971115506446)
5000 N MARMORA AVE,02/14/2022 03:29:20 PM,02/23/2022 12:34:06 PM,4,41.972675104,-87.775929371,POINT (-87.775929371274 41.972675104469)
5100 N MARMORA AVE,02/14/2022 03:28:52 PM,02/23/2022 12:35:09 PM,19,41.974086013,-87.775900919,POINT (-87.775900918763 41.974086013202)
5700 W SEMINOLE,02/21/2022 09:40:01 AM,02/23/2022 12:36:43 PM,24,41.984846092,-87.77085299,POINT (-87.770852989924 41.984846092283)
4624 N CAMPBELL AVE,02/22/2022 03:12:50 PM,02/23/2022 12:53:24 PM,2,41.965637226,-87.691375493,POINT (-87.691375492828 41.965637226466)
2530 W MONTROSE AVE,02/22/2022 03:02:00 PM,02/23/2022 01:16:58 PM,1,41.961378383,-87.692481376,POINT (-87.692481376281 41.9613783833)
4744 W 49TH ST,02/21/2022 07:22:25 AM,02/23/2022 01:17:36 PM,5,41.80407221,-87.742455861,POINT (-87.742455860859 41.804072209528)
2500 W SUNNYSIDE AVE,02/17/2022 02:58:06 PM,02/23/2022 01:18:49 PM,4,41.963211959,-87.691313338,POINT (-87.691313338005 41.963211958752)
3246 W 47TH PL,02/15/2022 09:30:42 PM,02/23/2022 01:19:14 PM,4,41.806888471,-87.705617382,POINT (-87.705617381758 41.80688847149)
4856 S LAWNDALE AVE,02/21/2022 11:56:02 AM,02/23/2022 01:20:00 PM,12,41.805010458,-87.716412515,POINT (-87.716412515222 41.8050104577)
3320 N ASHLAND AVE,02/18/2022 03:09:44 PM,02/23/2022 01:20:11 PM,2,41.942133061,-87.668845723,POINT (-87.668845722828 41.942133060762)
5045 S CHRISTIANA AVE,02/17/2022 10:06:30 AM,02/23/2022 01:20:53 PM,41,41.801285479,-87.707167726,POINT (-87.707167726082 41.801285479095)
