Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),,,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),,,,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),,,,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),,,,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),
8.449216625,0.214653626,-0.201331329,0.055954437,,,8.403328042,-0.253572693,-0.088016968,0.181243896,,,,8.403931875,-0.326620789,-0.27497818,0.070174866,,,,8.403932708,-0.46223877,-0.507744141,0.140977631,,,,8.404027333,-0.269589386,0.077838135,-9.710935211,
8.459184625,0.315394135,-0.242944794,0.06613327,,,8.413297042,-0.080233154,-0.198038178,0.22600082,,,,8.413899875,-0.432001648,-0.180075531,0.098016968,,,,8.413901708,-0.384849701,-0.692759399,0.013891907,,,,8.413996333,-0.265248413,0.069455566,-9.696415405,
8.469153625,0.389490051,-0.307909699,0.137235413,,,8.423266042,0.096848602,-0.239052887,0.139780121,,,,8.423868875,-0.560733948,-0.119900665,0.146665802,,,,8.423870708,-0.332758026,-0.906514893,0.016735992,,,,8.423965333,-0.259111176,0.07259903,-9.703450775,
8.479121625,0.458197174,-0.329764252,0.150707397,,,8.433234042,0.078137512,-0.242795105,0.147114868,,,,8.433837875,-0.569565582,-0.10298584,0.117775879,,,,8.433838708,-0.279019775,-1.038390656,-0.010507355,,,,8.433934333,-0.256716156,0.077538757,-9.688332214,
8.489089625,0.420325928,-0.255668335,0.148611755,,,8.443203042,-0.017363892,-0.214054871,0.08259903,,,,8.443805875,-0.450563049,-0.123942261,0.144420471,,,,8.443807708,-0.213306427,-1.049916687,-0.0497258,,,,8.443903333,-0.262703705,0.081280975,-9.689080658,
8.499058625,0.314945068,-0.111817474,0.27420059,,,8.453172042,-0.093106384,-0.15911911,0.009700623,,,,8.453774875,-0.416284332,-0.123193817,0.186333313,,,,8.453776708,-0.230969696,-0.923729096,0.006257782,,,,8.453872333,-0.262703705,0.090262299,-9.689080658,
8.509026625,0.229772186,-0.01287323,0.41011795,,,8.463141042,-0.13457016,-0.129181366,-0.008262024,,,,8.463742875,-0.409248962,-0.090561676,0.135888214,,,,8.463745708,-0.326022034,-0.677640839,0.035596771,,,,8.463841333,-0.258662109,0.08187973,-9.673213654,
8.518995625,0.185614014,0.010777588,0.41386017,,,8.473110042,-0.154927826,-0.074395294,0.027064514,,,,8.473711875,-0.383352814,-0.06436615,0.055056305,,,,8.473713708,-0.37796402,-0.453706513,-0.001825409,,,,8.473810333,-0.256117401,0.068407745,-9.677255249,
8.528963625,0.17199234,-0.062120819,0.28108627,,,8.483079042,-0.082328796,-0.037721558,0.05326004,,,,8.483680875,-0.425265656,0.000299377,0.039937744,,,,8.483682708,-0.436641998,-0.37676651,0.065534515,,,,8.483779333,-0.24803421,0.082777863,-9.665878906,
8.538931625,0.192948761,-0.208516388,0.196512146,,,8.493047042,-0.000449066,-0.001646576,0.23752686,,,,8.493648875,-0.541274414,0.114362183,0.140678253,,,,8.493651708,-0.462987213,-0.428109741,0.093226929,,,,8.493749333,-0.248632965,0.076790314,-9.664681397,
8.548900625,0.254171448,-0.360899506,0.156395569,,,8.503016042,0.068108368,-0.007484436,0.4147583,,,,8.503617083,-0.57450531,0.188458099,0.191871796,,,,8.503619708,-0.434396668,-0.549507294,0.057900391,,,,8.503717333,-0.249980164,0.085621948,-9.657945404,
8.558868625,0.315394135,-0.469872894,0.10475296,,,8.512985042,0.193846893,-0.047301636,0.36371445,,,,8.513586083,-0.449515228,0.110919342,0.15744339,,,,8.513588708,-0.412242737,-0.699794769,0.094873505,,,,8.513686333,-0.241597595,0.082927551,-9.646419373,
8.568837625,0.337398377,-0.570912781,0.092179108,,,8.522954042,0.168100433,-0.143701172,0.28677444,,,,8.523554083,-0.277822266,-0.094303894,0.183489227,,,,8.523557708,-0.393831024,-0.816551971,0.049517822,,,,8.523655333,-0.233364716,0.08427475,-9.629055481,
8.578805625,0.32527359,-0.562530212,0.005808716,,,8.532923042,0.048050079,-0.230969696,0.198757477,,,,8.533523083,-0.120948486,-0.343385925,0.22076172,,,,8.533525708,-0.362097015,-0.884959717,-0.045983582,,,,8.533624333,-0.235310669,0.083825684,-9.609895325,
8.588774625,0.261955261,-0.470471649,-0.07307724,,,8.542892042,-0.032482452,-0.200582886,-0.022632141,,,,8.543492083,0.000898132,-0.410446472,0.038440857,,,,8.543494708,-0.347277832,-0.892444153,-0.07187973,,,,8.543594333,-0.230071564,0.087867279,-9.607799683,
8.598742625,0.130528565,-0.380658417,-0.087447357,,,8.552860042,-0.163160706,-0.16495697,-0.095829926,,,,8.553460083,-0.076191559,-0.31943573,-0.113493195,,,,8.553463708,-0.349074097,-0.87762497,-0.046732025,,,,8.553563333,-0.221539307,0.083825684,-9.601662445,
8.608710625,0.046403503,-0.354911957,-0.017842102,,,8.562829042,-0.241896973,-0.15328125,-0.141934052,,,,8.563429083,-0.252824249,-0.157622223,-0.050324554,,,,8.563432708,-0.384250946,-0.82373703,-0.007663269,,,,8.563531333,-0.221539307,0.09011261,-9.595974274,
8.618679625,0.087268524,-0.330063629,0.135139771,,,8.572798042,-0.225131836,-0.104033661,-0.117235413,,,,8.573398083,-0.363294525,0.03861969,0.042482452,,,,8.573400708,-0.435145111,-0.743204498,0.017634125,,,,8.573500333,-0.215851135,0.093854828,-9.583999176,
8.628647625,0.156424713,-0.224982147,0.20235001,,,8.582767042,-0.192799072,-0.069455566,0.018981323,,,,8.583366083,-0.343086548,0.202828217,0.115380859,,,,8.583369708,-0.485889587,-0.709225159,0.03694397,,,,8.583470333,-0.197289734,0.084574127,-9.573970032,
8.638616625,0.176483002,-0.081131287,0.21028351,,,8.592736042,-0.121247864,-0.068407745,0.174208527,,,,8.593335083,-0.268840942,0.263901215,0.160287476,,,,8.593338708,-0.592917023,-0.656834106,0.13992981,,,,8.593438333,-0.195044403,0.088765411,-9.562444,
8.648584625,0.127834168,-0.014220428,0.27689499,,,8.602705042,-0.127684479,-0.096998291,0.26491989,,,,8.603304083,-0.217797089,0.198487244,0.170915375,,,,8.603306708,-0.67629364,-0.603095856,0.135888214,,,,8.603407333,-0.193547516,0.092807007,-9.564988709,
8.658553625,0.070054321,-0.061072998,0.34275803,,,8.612673042,-0.083376617,-0.169447632,0.198458099,,,,8.613272083,-0.197888489,0.042361908,0.171364441,,,,8.613275708,-0.645607452,-0.636775818,0.088885956,,,,8.613377333,-0.189056854,0.086071014,-9.557953339,
8.668521625,0.098195801,-0.18142273,0.2833316,,,8.622642042,0.012723541,-0.210761719,0.070923309,,,,8.623241083,-0.175135803,-0.052391052,0.045625916,,,,8.623244708,-0.585881653,-0.70443512,0.150707397,,,,8.623345333,-0.176932068,0.097447357,-9.571575012,
8.678489625,0.144748993,-0.350421295,0.168370667,,,8.632611042,0.036823425,-0.213456116,0.015538483,,,,8.633210083,-0.243992615,-0.134869537,-0.025775604,,,,8.633212708,-0.507594452,-0.728085938,0.157742767,,,,8.633315333,-0.163160706,0.096848602,-9.567982483,
8.688458625,0.23875351,-0.53004776,0.104154205,,,8.642580042,0.03278183,-0.163011017,-0.070532532,,,,8.643178083,-0.363144836,-0.201630707,0.03110611,,,,8.643181708,-0.393232269,-0.750090179,0.108195801,,,,8.643284333,-0.152383118,0.08187973,-9.561695557,
8.698426625,0.34757721,-0.594862976,0.006706848,,,8.652549042,-0.002544708,-0.089813232,-0.129060822,,,,8.653147083,-0.456849976,-0.290994873,0.026914825,,,,8.653150708,-0.33934433,-0.789308624,0.143073273,,,,8.653253333,-0.144449616,0.082179108,-9.589238281,
8.708395625,0.398621063,-0.551453247,-0.069933777,,,8.662518042,-0.070653076,-0.050445099,-0.056461792,,,,8.663116083,-0.449814606,-0.455053711,0.020029144,,,,8.663119708,-0.339044952,-0.825832672,0.148162689,,,,8.663222333,-0.135917358,0.080532532,-9.597471161,
8.718363625,0.366887054,-0.478854218,-0.029667511,,,8.672487042,-0.031883698,-0.021704865,0.033650818,,,,8.673084083,-0.299227753,-0.547112274,0.068378601,,,,8.673087708,-0.354911957,-0.767903137,0.075413971,,,,8.673191333,-0.11930191,0.092807007,-9.596573029,
8.728332625,0.340092773,-0.417481842,0.056553192,,,8.682455042,-0.017812958,0.026345215,0.127655334,,,,8.683053083,-0.193846893,-0.473016357,0.009550934,,,,8.683056708,-0.45864624,-0.706830139,0.035147705,,,,8.683159833,-0.120948486,0.089364166,-9.594627075,
8.738300625,0.341140595,-0.305664368,0.06029541,,,8.692424042,-0.058378601,0.018262024,0.28767258,,,,8.693021083,-0.243693237,-0.323177948,-0.019488678,,,,8.693025708,-0.468974762,-0.721349945,0.022124786,,,,8.693128833,-0.108674011,0.079185333,-9.607051239,
8.748268625,0.301622772,-0.178878021,0.074066772,,,8.702393042,-0.043858795,0.002544708,0.20130219,,,,8.702990083,-0.354762268,-0.153131561,0.043679962,,,,8.702993708,-0.424517212,-0.767304382,-0.029517822,,,,8.703097833,-0.102536774,0.079484711,-9.599117737,
8.758237625,0.265996857,-0.077688446,0.131547241,,,8.712362042,-0.019609222,-0.101638641,0.134990082,,,,8.712959083,-0.4552034,-0.006586304,0.064187317,,,,8.712962708,-0.418230286,-0.775836639,-0.068586578,,,,8.713066833,-0.088316345,0.077987823,-9.604057465,
8.768205625,0.211360474,-0.01407074,0.20459534,,,8.722331042,0.081580353,-0.214204559,0.073468018,,,,8.722927083,-0.517324219,0.043858795,0.046823425,,,,8.722931708,-0.357306976,-0.781824188,-0.050324554,,,,8.723035833,-0.077538757,0.076790314,-9.615882874,
8.778174625,0.211510162,-0.02110611,0.25010071,,,8.732300042,0.159717865,-0.215701447,-0.149568176,,,,8.732896083,-0.58034317,-0.000449066,0.090233154,,,,8.732899708,-0.351319428,-0.811911621,-0.004669495,,,,8.733004833,-0.058378601,0.074694672,-9.613787231,
8.788142625,0.214054871,-0.11121872,0.23094055,,,8.742268042,0.111817474,-0.214653626,-0.173518372,,,,8.742865083,-0.622705078,-0.100740509,0.23737717,,,,8.742868708,-0.398621063,-0.754281464,0.046524048,,,,8.742973833,-0.048648834,0.072149963,-9.622768555,
8.798110625,0.1977388,-0.316741333,0.20354752,,,8.752233917,0.116308136,-0.173339539,-0.1187323,,,,8.752833083,-0.55115387,-0.270936585,0.21402573,,,,8.752837708,-0.461939392,-0.576301575,-0.018889923,,,,8.752942833,-0.036673737,0.065114594,-9.61393692,
8.808079625,0.343236237,-0.493224335,0.071072998,,,8.762202917,0.092956696,-0.119152222,-0.016794281,,,,8.762802083,-0.375269623,-0.407901764,0.090981598,,,,8.762806708,-0.549207916,-0.479303284,-0.04029541,,,,8.762911833,2.407144318,-1.585652618,-11.11351852,
8.818047625,0.54756134,-0.554447022,-0.104960937,,,8.772171917,0.017663269,-0.050894165,0.066432648,,,,8.772771083,-0.315394135,-0.481698303,0.026914825,,,,8.772774708,-0.547711029,-0.496367798,0.022573853,,,,8.772880833,62.61209747,-41.94382736,-58.30498337,
8.828016625,0.521216126,-0.485440521,-0.164237671,,,8.782140917,-0.083376617,-0.025596771,0.147264557,,,,8.782739083,-0.302520905,-0.519270172,0.037093658,,,,8.782743708,-0.51133667,-0.559835815,0.037542725,,,,8.782849833,32.11032623,12.99328033,-8.557882996,
8.837984625,0.328566742,-0.400267639,-0.021135254,,,8.792109917,-0.204923859,-0.005987549,0.153252106,,,,8.792708083,-0.21180954,-0.408201141,0.091280975,,,,8.792712708,-0.433348846,-0.706830139,0.041284943,,,,8.792818833,-79.06812698,35.92334702,71.14986389,
8.847953625,0.147293701,-0.257165222,0.026016693,,,8.802077917,-0.325872345,-0.033530273,0.113734283,,,,8.802677083,-0.177530823,-0.163609772,0.092029419,,,,8.802680708,-0.323627014,-0.862506409,0.071522064,,,,8.802787833,-10.92173813,0.92672287,10.93173813,
8.857921625,0.011975098,-0.075742493,-0.073825684,,,8.812046917,-0.310005341,-0.191451874,0.119572144,,,,8.812645083,-0.276475067,0.075892181,0.151156464,,,,8.812649708,-0.287552033,-0.966839447,0.113883972,,,,8.812756833,3.707639923,-1.251397705,-16.1502446,
8.867889625,-0.038919067,-0.017663269,-0.116636658,,,8.822015917,-0.134719849,-0.279319153,-0.047779846,,,,8.822614083,-0.426762543,0.22932312,0.186183624,,,,8.822618708,-0.247734833,-0.987496491,0.066582336,,,,8.822725833,-1.357377319,0.059426422,-8.776877594,
8.877858625,0.034727783,-0.082179108,0.010748444,,,8.831984917,-0.045804749,-0.2866539,-0.001526031,,,,8.832583083,-0.536035309,0.259560242,0.17495697,,,,8.832586708,-0.264799347,-0.867745514,0.060894165,,,,8.832694833,-0.220491486,-0.261206818,-9.976782379,
8.887826625,0.15567627,-0.132025452,0.105651093,,,8.841953917,0.059276733,-0.216599579,0.121667786,,,,8.842551083,-0.622705078,0.173638916,0.192470551,,,,8.842555708,-0.382005615,-0.692609711,0.087688446,,,,8.842663833,-0.384101257,-0.192499695,-9.795958405,
8.897795625,0.206720123,-0.139360199,0.101908875,,,8.851922917,0.149389343,-0.120349731,0.182291718,,,,8.852520083,-0.669407959,-0.012573853,0.20893631,,,,8.852524708,-0.456700287,-0.558488617,0.086940002,,,,8.852632833,-0.341889038,-0.195044403,-9.795808716,
8.907763625,0.237855377,-0.230221252,0.09427475,,,8.861890917,0.055085449,-0.030686188,0.26462051,,,,8.862488083,-0.591719513,-0.269739075,0.163880005,,,,8.862493708,-0.491877136,-0.508492584,0.074665527,,,,8.862601833,-0.328866119,-0.192350006,-9.782785797,
8.917731625,0.291294251,-0.326770477,-0.017393036,,,8.871859917,-0.085023193,0.034877472,0.27824219,,,,8.872457083,-0.394130402,-0.508193207,0.014191284,,,,8.872461708,-0.512234802,-0.540076904,0.138133545,,,,8.872570833,-0.325423279,-0.198786621,-9.756889648,
8.927700625,0.286204834,-0.41418869,-0.136694946,,,8.881828917,-0.254021759,-0.041912842,0.23992188,,,,8.882426083,-0.163011017,-0.621208191,-0.044486694,,,,8.882430708,-0.492026825,-0.660276947,0.20010468,,,,8.882539833,-0.327369232,-0.193248138,-9.746561127,
8.937668625,0.254770203,-0.516875153,-0.154208527,,,8.891797917,-0.270786896,-0.192649384,0.104303894,,,,8.892394083,-0.042810974,-0.552201691,0.001018677,,,,8.892399708,-0.43993515,-0.750688934,0.164329071,,,,8.892508833,-0.320184174,-0.187110901,-9.731143188,
8.947637625,0.270038452,-0.555345154,-0.119630432,,,8.901766917,-0.188757477,-0.293389893,0.010598755,,,,8.902363083,-0.066162415,-0.316741333,0.109842377,,,,8.902367708,-0.437240753,-0.825084229,0.137834167,,,,8.902477833,-0.317340088,-0.183218994,-9.725904083,
8.957605625,0.194595337,-0.420475617,-0.074574127,,,8.911735917,-0.074994049,-0.360899506,0.029309845,,,,8.912332083,-0.177530823,-0.033380585,0.135888214,,,,8.912336708,-0.431851959,-0.884061585,0.061941986,,,,8.912446833,-0.324674835,-0.187709656,-9.719766846,
8.967574625,0.052241364,-0.185015259,0.051763153,,,8.921703917,0.094603271,-0.316292267,-0.069335022,,,,8.922300083,-0.272882538,0.185164948,0.108794556,,,,8.922305708,-0.459544373,-0.86939209,-0.017692413,,,,8.922415833,-0.330812073,-0.184117127,-9.707192993,
8.977542625,-0.006286926,-0.015567627,0.192919617,,,8.931672917,0.145347748,-0.222437439,-0.007812958,,,,8.932269083,-0.343834992,0.258213043,0.086191559,,,,8.932273708,-0.525108032,-0.824485474,0.010748444,,,,8.932384833,-0.318387909,-0.181572418,-9.699708557,
8.987510625,0.018262024,0.043559418,0.23932312,,,8.941641917,0.045505371,-0.103285217,0.126158447,,,,8.942238083,-0.346679077,0.195493469,0.138133545,,,,8.942242708,-0.571661224,-0.816851349,0.011796265,,,,8.942353833,-0.32063324,-0.175884247,-9.698960114,
8.997479625,0.071102142,-0.008831635,0.28857071,,,8.951610917,-0.099992065,-0.008083191,0.1878302,,,,8.952206083,-0.346080322,0.016914825,0.12585907,,,,8.952211708,-0.569415894,-0.815055084,-0.027272491,,,,8.952322833,-0.324674835,-0.182021484,-9.690577545,
9.007447625,0.148790588,-0.135019226,0.32419662,,,8.961579917,-0.267643433,-0.044756927,0.22929398,,,,8.962175083,-0.325123901,-0.169447632,0.20803818,,,,8.962180708,-0.573008423,-0.835712128,0.025567627,,,,8.962291833,-0.325123901,-0.183368683,-9.688032837,
9.017416625,0.252524872,-0.234861603,0.21866608,,,8.971548917,-0.266146545,-0.114960938,0.135888214,,,,8.972144083,-0.328417053,-0.229772186,0.270159,,,,8.972148708,-0.611478424,-0.818497925,0.062840118,,,,8.972260833,-0.3264711,-0.172142029,-9.691026611,
9.027384625,0.272134094,-0.295335846,0.165227203,,,8.981516917,-0.232915649,-0.192350006,0.042632141,,,,8.982112083,-0.348774719,-0.239801331,0.11642868,,,,8.982117708,-0.604592743,-0.738564148,-0.035804749,,,,8.982229833,-0.360300751,-0.142952728,-9.654801941,
9.037353625,0.239651642,-0.261955261,0.14576767,,,8.991485917,-0.152682495,-0.271086273,-0.02397934,,,,8.992081083,-0.32063324,-0.285306702,-0.012752686,,,,8.992086708,-0.584085388,-0.689316559,-0.035804749,,,,8.992198833,-0.584384766,0.025896149,-9.469487305,
9.047321625,0.275576935,-0.172591095,0.112087708,,,9.001454917,-0.071551209,-0.313148804,-0.133701172,,,,9.002050083,-0.307610321,-0.320333862,-0.010657043,,,,9.002054708,-0.547261963,-0.669857025,0.024519806,,,,9.002167833,-3.165167999,1.542392578,-6.342489929,
9.057289625,0.384550324,-0.124241638,0.087538757,,,9.011423917,-0.049696655,-0.336200867,-0.117235413,,,,9.012018083,-0.31240036,-0.277971954,0.022274475,,,,9.012023708,-0.473764801,-0.642314301,0.0498172,,,,9.012136833,-27.40201721,11.59997772,17.48690659,
9.067258625,0.468675385,-0.130678253,0.093376617,,,9.021392917,0.004939728,-0.317489777,-0.016045837,,,,9.021987083,-0.317789154,-0.201031952,-0.017393036,,,,9.021992708,-0.410147095,-0.657732239,0.109692688,,,,9.022105833,-32.53768753,0.044607239,11.32212631,
9.077226625,0.487087097,-0.13576767,0.152503662,,,9.031361917,0.064216461,-0.254919891,0.074216461,,,,9.031956083,-0.399968262,-0.059875488,0.009101868,,,,9.031960708,-0.352516937,-0.718356171,0.181393585,,,,9.032074833,-16.03061417,-5.501659241,-0.794127808,
9.087195625,0.460741882,-0.11705658,0.24291565,,,9.041329917,0.038470001,-0.183218994,0.196212769,,,,9.041924083,-0.540226593,0.084723816,0.1586409,,,,9.041929708,-0.376167755,-0.744701386,0.21716919,,,,9.042043833,-32.23875916,-17.77239212,29.80104919,
9.097163625,0.420176239,-0.073497162,0.32284943,,,9.051298917,0.024698639,-0.101339264,0.195614014,,,,9.051893083,-0.581690369,0.083226929,0.42388931,,,,9.051898708,-0.428409119,-0.734372864,0.146516113,,,,9.052012833,-34.95351379,-12.44751526,22.11363525,
9.107132625,0.389190674,-0.053139496,0.38332367,,,9.061267917,0.029937744,-0.07843689,0.180944519,,,,9.061861083,-0.442030792,-0.069605255,0.47972321,,,,9.061867708,-0.458047485,-0.728535004,0.03574646,,,,9.061981833,-16.69044205,-0.016166382,-10.86683151,
9.117100625,0.352666626,-0.101189575,0.36341507,,,9.071236917,0.05029541,-0.07604187,0.14457016,,,,9.071830083,-0.240549774,-0.195194092,0.21851639,,,,9.071835708,-0.45984375,-0.773591309,0.03454895,,,,9.071950833,-15.30746796,-0.127834168,-14.25548477,
9.127068625,0.307610321,-0.20477417,0.22450394,,,9.081205917,0.054786072,-0.103584595,0.050116577,,,,9.081799083,-0.134719849,-0.304915924,0.17615448,,,,9.081804708,-0.419727173,-0.788859558,0.068677979,,,,9.081919833,-1.243913269,12.44212646,-35.29887482,
9.137037625,0.362246704,-0.311352539,0.137983856,,,9.091174917,-0.010777588,-0.104931793,0.059696655,,,,9.091767083,-0.233215027,-0.246687012,0.162532806,,,,9.091773708,-0.364791412,-0.751587067,0.051164398,,,,9.091888833,4.499942322,5.055736542,-17.3699083,
9.147005625,0.438288574,-0.325572968,-0.047480469,,,9.101142917,-0.043409729,-0.093854828,0.131098175,,,,9.101736083,-0.449215851,-0.060324554,0.14576767,,,,9.101741708,-0.304017792,-0.736917572,0.061043854,,,,9.101857833,2.975362701,-1.598076782,-16.71531952,
9.156974625,0.405357056,-0.320034485,-0.048827667,,,9.111111917,-0.037122803,-0.044607239,0.21357666,,,,9.111705083,-0.649050293,0.11585907,0.146366425,,,,9.111709958,-0.260757752,-0.72658905,0.104303894,,,,9.111826833,-1.406774597,0.740360413,-1.882664185,
9.166942625,0.340990906,-0.332458649,0.052212219,,,9.121080917,-0.068856812,0.030985565,0.28437943,,,,9.121673083,-0.667761383,0.130079498,0.156694946,,,,9.121678958,-0.230670319,-0.739911346,0.171663818,,,,9.121795833,-3.22010376,5.480104065,22.74951294,
9.176910625,0.325722656,-0.280666351,0.036644592,,,9.131049917,-0.042960663,0.053588562,0.32240036,,,,9.131642083,-0.468974762,-0.016914825,0.177950745,,,,9.131647958,-0.264649658,-0.774339752,0.17615448,,,,9.131764833,-0.319884796,4.777614899,24.28696579,
9.186880292,0.261805573,-0.192799072,-0.03565506,,,9.141018917,0.05733078,-0.05269043,0.31356873,,,,9.141611083,-0.261955261,-0.259260864,0.36236725,,,,9.141615958,-0.298030243,-0.77808197,0.051463776,,,,9.141733833,-0.158071289,0.873583374,13.38019653,
9.196848292,0.103434906,-0.123792572,-0.013201752,,,9.150987917,0.136665802,-0.200283508,0.179597321,,,,9.151579083,-0.057630157,-0.424068146,0.20324814,,,,9.151584958,-0.411643982,-0.737666016,-0.009609222,,,,9.151702833,-1.810485077,-0.474363556,-0.769728546,
9.206817292,-0.061072998,-0.139509888,0.095771637,,,9.160955917,0.129031677,-0.278720398,0.041734009,,,,9.161548083,0.015867004,-0.433199158,-0.00047821,,,,9.161553958,-0.489631805,-0.762963409,-0.053767395,,,,9.161671833,-1.616338806,0.089513855,-11.9088147,
9.216785292,-0.081280975,-0.219593353,0.118674011,,,9.170924917,0.063617706,-0.316441956,0.005659027,,,,9.171517083,-0.214054871,-0.343385925,0.00176712,,,,9.171521958,-0.481698303,-0.852028198,-0.157801056,,,,9.171640833,0.99692688,1.061891785,-14.88821899,
9.226754292,0.065264282,-0.313148804,0.014041595,,,9.180893917,0.036973114,-0.282312927,-0.027571869,,,,9.181485083,-0.527802429,-0.177381134,-0.179056854,,,,9.181490958,-0.455053711,-0.948577423,-0.168878021,,,,9.181609833,1.936822357,-0.172740784,-5.247816315,
9.236722292,0.134121094,-0.358354797,-0.03445755,,,9.190862917,-0.025596771,-0.178728333,-0.01454895,,,,9.191454083,-0.658480682,-0.069904633,-0.342367249,,,,9.191459958,-0.424367523,-1.019080811,-0.165884247,,,,9.191578833,1.614093475,-1.448238373,5.28428207,
9.246691292,0.059127045,-0.427211609,0.11642868,,,9.200831917,-0.097746735,-0.074395294,0.12466156,,,,9.201423083,-0.640218658,-0.062719574,-0.303298492,,,,9.201427958,-0.377514954,-1.01683548,-0.146873779,,,,9.201547833,-0.721799011,-0.656085663,12.63998581,
9.256659292,0.134420471,-0.506247253,0.134241638,,,9.210800917,-0.119601288,0.051941986,0.21492386,,,,9.211391083,-0.559835815,-0.100291443,-0.186840668,,,,9.211396958,-0.465531921,-0.847088471,-0.041792297,,,,9.211516833,-2.745141449,-0.020207977,6.00009354,
9.266627292,0.288749542,-0.464334412,-0.11049942,,,9.220768917,-0.156125336,0.111667786,0.32284943,,,,9.221360083,-0.418379974,-0.05852829,-0.164537048,,,,9.221365958,-0.600102081,-0.576002197,0.037393036,,,,9.221485833,-1.144819336,1.29405899,-5.061902924,
9.276596292,0.31120285,-0.402063904,-0.308986664,,,9.230737917,-0.158969421,-0.010777588,0.38721558,,,,9.231329083,-0.334404602,0.032033386,-0.22516098,,,,9.231334958,-0.650696869,-0.392783203,0.085293427,,,,9.231454833,1.817370758,0.909059601,-4.899490662,
9.286564292,0.238154755,-0.401914215,-0.262433472,,,9.240706917,-0.037871246,-0.229472809,0.23782623,,,,9.241297083,-0.342637482,0.133672028,-0.163489227,,,,9.241302958,-0.647852783,-0.326920166,-0.013800507,,,,9.241423833,1.753303986,-0.728834381,0.076611481,
9.296533292,0.192499695,-0.423469391,-0.191481018,,,9.250675917,0.052091675,-0.400716705,-0.045684204,,,,9.251266083,-0.369880829,0.216000824,-0.001076965,,,,9.251271958,-0.649948425,-0.36973114,0.057301636,,,,9.251392833,-0.637075195,-0.124541016,2.82130386,
9.306501292,0.217348023,-0.433947601,-0.200911407,,,9.260644917,-0.029338989,-0.482446747,-0.105709381,,,,9.261234083,-0.363743591,0.273481293,0.015538483,,,,9.261240958,-0.644559631,-0.492176514,0.13289444,,,,9.261361833,-0.959055634,0.638272705,0.99255676,
9.316469292,0.273181915,-0.372874603,-0.209443665,,,9.270613917,-0.141156464,-0.447569275,-0.175015259,,,,9.271203083,-0.320932617,0.270637207,-0.031314087,,,,9.271208958,-0.5441185,-0.596359863,0.008054047,,,,9.271330833,0.498313751,0.109272766,-0.977197113,
9.326438292,0.202828217,-0.228424988,-0.056910858,,,9.280581917,-0.216000824,-0.320932617,-0.211688995,,,,9.281172083,-0.334853668,0.177081757,-0.029068756,,,,9.281177958,-0.540076904,-0.720601502,0.059996033,,,,9.281299833,0.589623871,0.070054321,-0.32694931,
9.336406292,0.048499146,-0.073197784,0.169568176,,,9.290550917,-0.257763977,-0.212557983,-0.080262299,,,,9.291140083,-0.379909973,0.017064514,0.128703156,,,,9.291146958,-0.546812897,-0.830023956,0.148462067,,,,9.291268833,-0.006885681,0.328117676,0.50337402,
9.346375292,-0.050445099,-0.060324554,0.33706985,,,9.300519917,-0.161963196,-0.19893631,0.093675995,,,,9.301109083,-0.329764252,-0.138162689,0.131547241,,,,9.301114958,-0.435594177,-0.894988861,0.036345215,,,,9.301237833,0.03622467,0.186811523,0.15624588,
9.356343292,-0.028590546,-0.153580627,0.2939595,,,9.310488917,-0.02454895,-0.212857361,0.171364441,,,,9.311078083,-0.291893005,-0.121397553,0.014340973,,,,9.311083958,-0.346978455,-0.972228241,0.009700623,,,,9.311206833,0.261805573,0.15567627,0.010898132,
9.366312292,0.073796539,-0.214204559,0.129900665,,,9.320457917,0.082029419,-0.223934326,0.123164673,,,,9.321046083,-0.388891296,-0.039966888,0.034998016,,,,9.321052958,-0.335751801,-0.950673065,0.058349457,,,,9.321175833,0.220790863,0.24923172,0.179447632,
9.376280292,0.167052612,-0.249381409,0.112836151,,,9.330426917,0.123642883,-0.238903198,0.106848602,,,,9.331015083,-0.412242737,0.013172607,0.108046112,,,,9.331021958,-0.314945068,-0.854722595,0.007155914,,,,9.331144833,0.158969421,0.222437439,0.083497162,
9.386248292,0.25042923,-0.271385651,0.20070343,,,9.340394917,0.079634399,-0.224533081,0.026316071,,,,9.340984083,-0.283360748,0.054786072,0.132295685,,,,9.340989958,-0.304616547,-0.753982086,-0.018740234,,,,9.341113833,0.150736542,0.173489227,-0.012303619,
9.396217292,0.354462891,-0.258811798,0.24740631,,,9.350363917,-0.007783813,-0.152832184,-0.014399261,,,,9.350952083,-0.236807556,0.101488953,0.188279266,,,,9.350958958,-0.300574951,-0.683927765,0.023022919,,,,9.351082833,0.134270783,0.180823975,0.044578094,
9.406185292,0.451161804,-0.214653626,0.23094055,,,9.360332917,-0.060324554,-0.081280975,-0.00287323,,,,9.360921083,-0.351169739,0.145647125,0.38003052,,,,9.360927958,-0.301024017,-0.593366089,0.077060547,,,,9.361051833,0.153580627,0.181123352,0.081850586,
